Text,True_Label,predicted_label,is_correct
membelah laut bukit infrastruktur era jokowi jalan tol trans papua,1,0,False
hamil dilarang nonton gerhana bahaya,1,0,False
produksi gula merah palsu banyumas,1,0,False
video rezim memaksa kyai utk suntik dgn dalih utk ketahanan tubuh virus kyai banten menolak,1,0,False
jokowi persulit masuknya investor negeri,0,0,True
bayi katak,1,0,False
hadir sekber gerindra pkb sandiaga disambut sorak tepuk tangan,0,0,True
akun whatsapp wakil bupati asahan taufik zainal abidin,1,0,False
tim bahas spanduk penolakan anies baswedan yogyakarta,0,0,True
jokowi ajak relawan pilih capres berambut putih pdip endorse,0,0,True
koalisi masyarakat sipil laporkan komisi iii dpr mkd hakim aswanto,0,0,True
foto kota kota dunia corona mendera jakarta beda…,1,0,False
puan maharani dikenai sanksi pembentukan dewan kolonel,0,0,True
khusus d k i tanggal juli mohon warga jakarta rumah malam,1,0,False
rumah sakit lockdown pasien vaksin covid makan pasien,1,0,False
video penampakan ribuan burung gagak kota wuhan china,1,0,False
dosen unpad sistem proporsional tertutup zaman orde,0,0,True
penyumbatan usus konsumsi mie spaghetti disingkirkan dokter operasi,1,0,False
foto kremasi massal melonjaknya infeksi covid india,1,0,False
pdsi terawan bersedia pelindung organisasi,0,0,True
pesan ajakan konvoi resmi arema,1,0,False
profil rafi pratama muhammad fadlan taruna indonesia lulusan rmas inggris,0,0,True
erick thohir merapat pan zulhas,0,0,True
komedian peppy meninggal dunia,1,0,False
giveaway baim senilai rp juta,1,0,False
omicron bahasa yunani zaman,1,0,False
gratis langganan netflix pandemi covid,1,0,False
jokowi mendadak dipeluk detik pengusaha obat herbal,0,0,True
ppp tolak usul pks pansus minyak goreng,0,0,True
hasil survei lsi pdip diprediksi partai pemenang pemilu,0,0,True
pendatang cina arahan kpu memenangkan petahana,1,0,False
as rusia pembukaan ktt g jokowi perang dihentikan,0,0,True
video banteng – jawa ber konvoi gbk,1,0,False
daftar harga rokok kenaikan tarif cukai,1,0,False
viral sesumbar ahok gak untung gua bubarin ehh tekor triliun,1,0,False
all jakarta water park,1,0,False
jhon lbf membagikan uang juta,1,0,False
aplikasi body temperature diary mengukur suhu tubuh beli alat test,1,0,False
meet rebecca membunuh petugas medis wanita razzan false meet rebecca she is the one who killed female medic officer razzan,1,0,False
jimly asshiddiqie dukung sikap pdip tunda amandemen uud,0,0,True
smrc ganjar pranowo salip prabowo ungguli anies survei pilpres,0,0,True
foto kutipan hotman paris hutapea terkait keluarga cendana keluarga cikeas,1,0,False
puan maharani bertemu surya paloh nasdem hubungan keluarga karno,0,0,True
relawan ganjar menjelang menjaga asa ganjar pranowo,0,0,True
video prediksi nasa potensi bahaya arus meteor ramadhan,1,0,False
bem si tegaskan terlibat pembentukan partai mahasiswa indonesia,0,0,True
kader banten sulsel dpw ppp sumut dukung ganjar pranowo capres,0,0,True
daftar partai politik lengkap dokumen pemilu,0,0,True
gubernur isran noor pemerintah pusat adil dana hasil,0,0,True
foto truk bermuatan rudal jalan tol,1,0,False
ridwan kamil nyapres pengamat kelebihan kekurangannya,0,0,True
singapura membuka vaccine tourism vaksinasi bandara changi,1,0,False
golkar nasdem pertemukan airin sahroni sinyal diusung pilkada dki,0,0,True
instruksi gubernur dki jakarta penilangan bermasker pikobar,1,0,False
peneliti brin nilai jabatan kepala otorita ikn batu loncatan,0,0,True
dpr perpanjang pembahasan ruu pdp ruu asn,0,0,True
perusahaan sawit terseret kelangkaan minyak goreng,0,0,True
vaksin covid beresiko perempuan menstruasi,1,0,False
ktt g bali jokowi pagi sambut kepala negara apurva kempinski,0,0,True
akun whatsapp lurah batu ix menawarkan kendaraan bermotor,1,0,False
surya paloh partai sombong,0,0,True
megawati soekarnoputri mandat hasto bambang pacul daftarkan pdip kpu,0,0,True
akun whatsapp kadisdik kota dumai yusmanidar,1,0,False
pidato muktamar muhammadiyah haedar nashir ajukan introspektif,0,0,True
akun kpei platform telegram menawarkan investasi,1,0,False
artikel berjudul yusuf mansur melelang motor antiknya seharga milyar tanggapan netizen,1,0,False
puan maharani berhenti bicara penundaan pemilu,0,0,True
telegram kemenkop ukkm kemenkopukm info,1,0,False
airlangga hartarto bilang jokowi nama capres kib,0,0,True
relawan jokowi nusantara bersatu gelar pertemuan akbar gbk besok,0,0,True
cak imin prabowo bertemu ribuan kader pkb padati senayan,0,0,True
minuman beralkohol mengurangi risiko infeksi novel coronavirus covid,1,0,False
nasdem deklarasi koalisi capres partai digelar november,0,0,True
breaking news jokowi resmi lantik menteri wakil menteri,0,0,True
partai buruh bawa ribu pekerja daftar kpu besok,0,0,True
chip rfid antikristus,1,0,False
foto istri tusuk suami lihat fotonya wanita perempuan langsing,1,0,False
kpu buka proses tahapan pemilihan redam isu penundaan pemilu,0,0,True
kepala desa jawa hadiri deklarasi nasional des ganjar pranowo,0,0,True
foto pria berwajah ustadz abdul somad berkah dalem romo,1,0,False
kritik pedas buya syafii maarif jokowi presidennya didengar,0,0,True
pesan berantai whatsapp bantuan sosial finansial rp bpjs kesehatan,1,0,False
cita cita bocah prabowo menang jokowi,1,0,False
puan maharani pengurus apdesi dukung jokowi periode,0,0,True
video viral terbaru kena azab uas berpulang,1,0,False
pendaftaran pelatihan calon siswa panti sosial bina remaja,1,0,False
nu memperalat pkb ketua pcnu bondowoso dipanggil pbnu,0,0,True
bentuk virus corona diperbesar x,1,0,False
sidang promosi doktor hasto megawati prabowo kompak pakai baju coklat,0,0,True
sby absen sidang tahunan mpr agustus,0,0,True
buntut act dpr buka peluang bentuk ruu penggalangan dana,0,0,True
produk frankfurter ayam jenama rahmat halal,1,0,False
whatsapp,1,0,False
jokowi terima nama calon anggota kpu bawaslu,0,0,True
bpk periksa laporan keuangan kemenhan prabowo kebocoran,0,0,True
makassar dirawat pasien suspect corona virus,1,0,False
surat pemberitahuan terkait pemberian bantuan kementerian agama,1,0,False
nasdem demokrat ngotot sodorkan ahy cawapres anies,0,0,True
pemberhentian suharso monoarfa ppp pan semoga dinamikanya cepat selesai,0,0,True
kondisi jenazah korban covid rumah sakit osmania india,1,0,False
dewan kolonel vs dewan kopral pengusung puan maharani vs pendukung ganjar pranowo,0,0,True
abu bakar baasyir meninggal dunia,1,0,False
penjualan kalender police news polda jateng seharga rp ribu,1,0,False
gerindra prabowo mengirim utusan kepulangan habib rizieq shihab,1,0,False
sandiwara dagelan koplax perskusi viralkan laporkan maaf memaafkan,1,0,False
jelang rapimnas gerindra prabowo diklaim kantongi dukungan persen capres,0,0,True
bentuk virus omicron lambang nazi,1,0,False
festival layang layang kpu bawaslu sosialisasi pilkada depok,1,0,False
kebijakan peniadaan pendidikan agama sekolah,1,0,False
video nigeria minggu menghancurkan jutaan vaksin covid melindungi rakyatnya kematian akibat suntikan vaksin covid,1,0,False
habib rizieq shihab bersumpah masuk indonesia seumur hidup,1,0,False
snack bergambar kaesang garuda erick thohir pasar bebas kkn,0,0,True
jokowi putusan mk kepastian hukum,0,0,True
zodiak nasa ophiuchus november – desember,1,0,False
jokowi presiden menginjakan kaki tanah papua,1,0,False
penjabat bupati lembata resmikan patung anto enga tifaona,0,0,True
ganjar serahkan bantuan keuangan parpol rp miliar pdip,0,0,True
top nasional lamborghini indra kenz bermasalah mafia minyak goreng,0,0,True
pesan whatsapp pengangkatan tenaga honorer perawat guru tes pemprov yogyakarta,1,0,False
konflik partai demokrat kubu ahy berharap kubu moeldoko berhenti ajukan gugatan,0,0,True
pakar prediksi pdip gabung koalisi indonesia bersatu,0,0,True
vaksinasi massal gratis juni kota bogor,1,0,False
perubahan tarif transfer bank bri rp,1,0,False
akun whatsapp kapolres muaro jambi bernomor,1,0,False
semoga bang hotman kenyataan,1,0,False
polemik partai ummat eks komisioner berharap kpu penjelasan gamblang,0,0,True
rakernas pan diisi pidato presiden jokowi artis k pop astro,0,0,True
varian muncul vaksin,1,0,False
resmi terima sk kemenkumham partai buruh rencanakan demo may day mei,0,0,True
alat pendeteksi tsunami tanda gunung api laut,1,0,False
khawatir tim medis lupa jenis vaksin sertifikat vaksin disimpan,1,0,False
status ri satgas pencucian uang global diputuskan februari,0,0,True
bantah perpecahan golkar airlangga solid cerita,0,0,True
tanggapi pertemuan puan airlangga pan kib solid,0,0,True
maunya rezim jokowi adzan teriak teriak,1,0,False
foto gadis dipenjara membunuh pemerkosanya,1,0,False
akun whatsapp anggota dpd ri fahira idris,1,0,False
biaya tilang terbaru indonesia,1,0,False
foto buronan nya dikerangkeng,1,0,False
pks nyatakan dukungan resmi anies sohibul iman,0,0,True
istana karikatur kucing oranye hihang hoheng medsos jokowi,0,0,True
jokowi kebebasan berbicara orang timur liberal,0,0,True
dpr sahkan ruu ppp buruh demo besaran,0,0,True
pvri kecam aksi represif tim pesepeda greenpeace,0,0,True
pemimpin masyarakat adat asli amerika dikorbankan persembahan epidemi,1,0,False
akun telegram bareksa investasi,1,0,False
anies baswedan donasikan dana palestina uang pribadi karyawan pemda dki,1,0,False
jokowi resmi lantik megawati ketua dewan pengarah bpip,0,0,True
simulasi pencoblosan pemilih gila pemilu,1,0,False
pengamat ganjar puan pilpres opsi jalan pdip,0,0,True
foto masjid megah stadion bayern munchen allianz arena,1,0,False
koalisi sipil presiden dpr mengevaluasi ksad jenderal dudung abdurachman,0,0,True
foto tangkapan layar berita fimela foto chaeyoung twice pamer tato tanggapan lesti billar,1,0,False
uang rp alat tukar,1,0,False
top nasional surya paloh bicara peluang nasdem gabung kib anies sambangi ahy,0,0,True
orang shalat aman corona,1,0,False
kendi nusantara ikn pandangan kebinekaan dianggap ritual mengada,0,0,True
zulkifli hasan sambangi kantor ganjar pranowo,0,0,True
jokowi lantik kepala otorita ikn besok,0,0,True
kedatangan anies baswedan solo diwarnai aksi penolakan warga mks lukman hakim biarkan,0,0,True
arteria dahlan pdip celetuk presiden perempuan rapat kerja komisi hukum dpr,0,0,True
video berita terkini diculik sekap pengakuan ketua hmi mengejutkan ulah ngabalin,1,0,False
ma ruf amin mui bahas pengunduran miftachul akhyar,0,0,True
tangkapan layar grup wa pendukung,1,0,False
nama bayi unik crazy killers,1,0,False
besok pks daftarkan judicial review aturan presidential threshold persen mk,0,0,True
perahu terbalik danau jatiluhur,1,0,False
penundaan pemilu dianggap wacana produktif tunda amendemen uud,0,0,True
pemerintah kota surakarta menetapkan lockdown desember – januari,1,0,False
ahy peta koalisi demokrat pilpres terang,0,0,True
hasil tes pcr negatif gibran langsung ngantor tinjau proyek,0,0,True
politikus pdip bilang menteri nasdem dievaluasi,0,0,True
jasa marga twitter ajak menghentikan penggunaan hastag gantipresiden,1,0,False
airlangga hartarto salat idul adha dpp partai golkar ingatkan pmk,0,0,True
ruu pdp baleg dpr titik temu lembaga pengelola data pribadi,0,0,True
salah pemain doping timnas thailand didiskualifikasi piala aff,1,0,False
tulisan kawan kawan komunitas idi ikatan dokter indonesia,1,0,False
jenazah hidup,1,0,False
informasi vaksin dosis agustus rsal dr ramelan surabaya,1,0,False
air liur terompet sebarkan penyakit berbahaya,1,0,False
poster festival lelang tahunan djkn,1,0,False
staf khusus mensesneg konflik internal ppp dikaitkan istana,0,0,True
pdip gelar tabur bunga kenang peristiwa kudatuli,0,0,True
partai buruh ancam mogok nasional dpr revisi uu ppp,0,0,True
tugas presidensi g misi indonesia presidensi g,0,0,True
wajah hacker perusak server kpud jabar,1,0,False
sejarah pemisahan polri abri,0,0,True
ganjar pranowo dipecat pdip,1,0,False
akun telegram idx channel menawarkan investasi saham emas,1,0,False
lowongan kerja puskesmas wonosari gunung kidul,1,0,False
rebusan air campuran bawang merah kunyit jahe bersihkan paru paru kotor akibat rokok,1,0,False
konvoi motor kaos bertuliskan haram dukung anies baswedan ruhut sitompul tolong ya pilpres ½,1,0,False
alasan menolak usulan penundaan pemilu,0,0,True
video wakil ketua banggar dpr ri jatuh menyetujui penarikan lpg kg penghapusan daya listrik va,1,0,False
majalah italia memprediksi dunia,1,0,False
pkb bertekad bikin pilpres diisi pasangan calon,0,0,True
gadis arab saudi meninggal dunia berhasil menghafal juz alquran,1,0,False
perbaikan sistem tiket elektronik commuterline,1,0,False
surat edaran penerima bantuan pesantren kementerian agama,1,0,False
politisi india urin kotoran sapi obat virus corona,1,0,False
video warga malaysia antri nginep stadion shah alam…semua positif covid,1,0,False
video masjid jayakarta kawasan pulogadung yg deket pt kimia farma dibakar komunis,1,0,False
akun facebook gubernur bengkulu rohidin mersyah,1,0,False
judul berita tempo mui bermain terompet mercon teriak toot dor keras…,1,0,False
jokowi positif corona,1,0,False
golkar pan ppp kpu pasha ungu pimpin rombongan pawai,0,0,True
pdip pastikan bahas capres cawapres rakernas pekan,0,0,True
jokowi puan maharani tinjau titik nol ikn,0,0,True
kementan bagikan bibit kelapa genjah jokowi manfaatkan lahan produktif,0,0,True
video china meluncurkan matahari buatan,1,0,False
cina donasikan triliun bantu palestina,1,0,False
gambar tangkapan layar artikel wapres pemerintah gak sengaja pakai dana haji dosa,1,0,False
dpc gerindra sulut dorong prabowo maju capres pilpres,0,0,True
ketua dpd golkar anies baswedan berkunjung kantornya,0,0,True
info orang hilang ciri wapres,1,0,False
lho mahfud md habib rizieq dideportasi pelanggaran imingrasi overstay buang arabsaudi,1,0,False
pertaruhan nasib ppp imbas pidato amplop kiai berujung desakan suharso monoarfa mundur,0,0,True
jokowi penyaluran blt bbm daerah pekan,0,0,True
ustadz abdul somad hukum mencintai pasangan orang dosa nilai jihad,1,0,False
video animasi penyebaran virus corona,1,0,False
tim pesepeda chasing the shadow greenpeace diintimidasi probolinggo,0,0,True
air rebusan bawang putih menyembuhkan covid,1,0,False
mari lihat prabowo – sandiaga uno,1,0,False
terbongkar bandara indonesia jalan masuk emigran china,1,0,False
jgn lippo sdh zona merah orang terpapar d lippo,1,0,False
psi tegaskan tolak pemilu sistem proporsional tertutup,0,0,True
kemendagri serahkan hak akses nik kpu pemilu,0,0,True
tepung terigu obati luka bakar,1,0,False
anies baswedan tersangka korupsi formula e bansos heru budi serahkan bukti akurat korupsi kpk,1,0,False
foto anak suriah tidur makam orang tuanya,1,0,False
dana hibah gibran uea rp miliar,0,0,True
e ktp diproduksi china dipasang chip menyadap pembicaraan,1,0,False
fraksi dpr sepakat ruu pemasyarakatan disahkan diketok besok,0,0,True
besok kpu bahas anggaran pemilu dpr pemerintah,0,0,True
pemilu surya paloh indonesia butuh pemimpin bangkit,0,0,True
muhaimin iskandar dukung usulan jabatan kepala desa diperpanjang,0,0,True
alasan andika perkasa perbolehkan keturunan pki anggota tni,0,0,True
hasil survei capres cig mark ridwan kamil ungguli prabowo anies jawa barat,0,0,True
foto e ktp milik warga cina cianjur bernama guohui chen nyoblos pilpres,1,0,False
prabowo bikin kompetisi bola u kejar piala dunia,0,0,True
profil mardani maming politikus pdip bendahara pbnu,0,0,True
vaksin covid mengandung microchip magnetik,1,0,False
gambar artikel cnn indonesia anggota polisi jual senjata serbu ak pistol fn made in cina beserta amunisi teroris kkb papua,1,0,False
foto pria membawa batu jokowi,1,0,False
piramida giza mesir menampilkan pancaran lampu bergambar bendera palestina,1,0,False
terimakasih boyolali demo,1,0,False
artikel berjudul peneliti australia jokowi presiden berkemampuan memiliki daya rusak,1,0,False
pesan berantai lazada grand prize hadiah ratusan juta rupiah,1,0,False
kisruh negeri pribumi non pri,1,0,False
foto tangkapan layar akun twitter bpjskesehatanri ukraina wajib gabung bpjs kesehatan dibantu indonesia,1,0,False
facebook menghapus status presiden terpilih akun facebook joe biden,1,0,False
survei masyarakat publikasi data bnpt,1,0,False
bandung electronic center bec runtuh,1,0,False
pasal penghinaan presiden rkuhp wamenkumham,0,0,True
ahy berpendapat masyarakat indonesia meningkatkan literasi politik,0,0,True
analis nilai wacana penundaan pemilu partai berkompetisi,0,0,True
wakil ketua baleg ruu tpks tinggal disahkan,0,0,True
menteri kesehatan thailand menangis disuntik vaksin covid,1,0,False
whatsapp kirim chat koneksi internet,1,0,False
ratusan pendukung deklarasikan anies baswedan capres,0,0,True
donald trump meninggal usia,1,0,False
goodbener anies sandi jakarta super keren,1,0,False
puan maharani prabowo berkuda hambalang pekan,0,0,True
ratusan ton narkoba masuk indonesia pembiayaan teroris,1,0,False
jokowi dikabarkan pindah warga negara singapura lengser,1,0,False
tentara cina beraksi berani melawan tentara indonesia,1,0,False
nasib ppp koalisi indonesia bersatu dipimpin mardiono,0,0,True
pendukung anies baswedan kritik kenaikan harga bbm candi prambanan,0,0,True
hasto pdip beberkan bocoran megawati pengumuman kriteria capres,0,0,True
surya paloh anggap kunjungan golkar prioritas nasdem,0,0,True
pilkada serentak jokowi penjabat kepala daerah disiapkan,0,0,True
staf khusus mensesneg bilang usulan tunda pemilu ditampung,0,0,True
menghilangkan virus mengkonsumsi makanan minuman alkali diatas tingkat keasaman virus,1,0,False
menteri kesehatan america sdh menandatangani persetujuan penggunaan chip virus corona,1,0,False
capres pdip megawati sabar umpetin,0,0,True
bertaubat norma risma tebus kesalahan bongkar rahasia rozy rozy resmi penjara,1,0,False
kelahiran anak sapi manusia efek mistis,1,0,False
hasil ijtima pkb kiai jurkam gerindra masjid dikaji,0,0,True
pdip andalkan satgas cakra buana brigade motor pemilu tugasnya,0,0,True
elektabilitas partai demokrat survei masuk top benny harman rakyat taruh harapan,0,0,True
jokowi partai umumkan capres hasto bilang pdip fokus ekonomi,0,0,True
kejadiannya rusia dibesarkan anjing ditelantarkan orang tuanya umur,1,0,False
ppkm jawa bali diperpanjang minggu januari,0,0,True
jokowi sentil zulkifli hasan minyak goreng lampung,0,0,True
foto kuburan masal ulama santri pki muso,1,0,False
peneliti smrc isu reshuffle menteri nasdem alasan politik ketimbang kinerja,0,0,True
polri bentuk komisi banding kode etik sidang pk brotoseno,0,0,True
china sembuh covid vaksin,1,0,False
dpw dki deklarasi dukung anies ppp keputusan resmi capres mukernas,0,0,True
pengakuan si pelaku penusukan syeh ali jaber dibiayai megawati sekutunya pki,1,0,False
peralatan telekomunikasi bertuliskan cov dipasang tiang pemancar g,1,0,False
penjelasan setpres momen jokowi salami kapolri hut tni,0,0,True
penyerangan teroris mapolsek tampan pekanbaru,1,0,False
bintang bollywood amir khan bantuan kg tepung dalamnya uang senilai juta india lockdown,1,0,False
paus fransiskus pembantunya dinyatakan positif mengidap coronavirus,1,0,False
pria yg membintangi film berperan nabi muhammad mati terbakar,1,0,False
efektivitas vaksin pfizer,1,0,False
undertaker mendukung petani india,1,0,False
cak imin pkb gerindra buru buru umumkan pasangan capres cawapres,0,0,True
elektabilitas anies baswedan turun akibat kenaikan kepuasan jokowi tanggapan nasdem,0,0,True
puan maharani parpol mekanisme tersendiri menentukan capres,0,0,True
psi pemerintah benahi manajemen penyaluran pekerja migran indonesia,0,0,True
pengumuman jadwal vaksinasi wilayah jawa barat maret gubernur,1,0,False
panglima tni satuan tugas papua lakukan komunikasi sosial,0,0,True
suhu panas kuwait melelehkan mobil lampu lalulintas,1,0,False
penyebab survei kepuasan jokowi turun survei indikator politik,0,0,True
perkelahian debt collector vs warga wiyung surabaya,1,0,False
ketua fraksi gerindra pemerintah naikkan harga bbm,0,0,True
majelis ppp suharso monoarfa nyatakan mengundurkan,0,0,True
gedung gereja pos pelayanan lembantongoa dibakar habis sulawesi,1,0,False
prabowo kunjungi kiai jawa timur sekjen didoakan presiden pilpres,0,0,True
capt pribadi pengemudi pesawat mengijinkan hj neno warisman,1,0,False
ustadz yusuf mansur ajarkan mencuri mall,1,0,False
sholat islam nusantara,1,0,False
wakil ketua mpr konstitusi batal diamandemen,0,0,True
peluncuran iphone ponsel gratis,1,0,False
video warga australia serahkan indonesia,1,0,False
peringatan hut ri istana paskibraka diturunkan formasi penuh,0,0,True
profil john wempi wetipo putra asli papua dilantik wamendagri,0,0,True
diberhentikan ketum ppp suharso jeweran mpp,0,0,True
rekrutmen kerja pt pln yogyakarta november,1,0,False
foto pesta pernikahan berubah duka orang tewas pengantin meninggal,1,0,False
tepis isu kerenggangan megawati jokowi anak kadang bandel,0,0,True
judul berita cnn pelaku penembakan kolorado warga arab bermoral kulit putih,1,0,False
foto orang india membuang ribuan berhala jalan ketidakmampuan melindungi masyarakat virus corona,1,0,False
mkd dpr panggil effendi simbolon pernyataan tni gerombolan,0,0,True
foto suspect corona rs saleh probolinggo semoga perlindungan,1,0,False
akun whatsapp sekda temanggung hary agung prabowo,1,0,False
luhut ditangkap hasil kekayaannya hasil merugikan negara,1,0,False
diprotes simpatisan ketua demokrat ntt ajak jefri riwu gabung dpd,0,0,True
isu penjegalan anies maju pilpres sekjen nasdem,0,0,True
video ngeri ribuan korban terowongan mina berserakan,1,0,False
orang tenaga kesehatan positif covid rs tipe b parepare,1,0,False
ketum pan zulkifli hasan habib rizieq tokoh ulama penggadai agama,1,0,False
pesta gay season city jakarta barat,1,0,False
puji pidato prabowo erdogan soekarno muncul indonesia,1,0,False
akun facebook pengasuh ponpes genggong gus haris tawarkan jasa pesugihan,1,0,False
verrel bramasta athala membongkar borok ferry irawan najwa shihab,1,0,False
projo bersikap penundaan pemilu rakernas mei jokowi hadir,0,0,True
pesan berantai cek gula darah gratis modus menyebarkan hiv,1,0,False
pakar prediksi capres diusung koalisi demokrat golkar terbentuk,0,0,True
akun whatsapp kadisminfosantik kalteng agus siswadi,1,0,False
lgp ragukan data luhut binsar pandjaitan penundaan pemilu,0,0,True
game omicron,1,0,False
jokowi papua kunjungi lokasi tambang freeport indonesia,0,0,True
rekrutmen pt pertamina agustus,1,0,False
gubernur indonesia bawa tanah air ritual adat ikn maknanya,0,0,True
gubernur ntb perbolehkan mudik warganya,1,0,False
poster waspada penculikan anak,1,0,False
pemelintiran konteks pose foto keris,1,0,False
tiket promo kereta api hut bumn,1,0,False
judul berita jatim suara com polres pamekasan dikepung warga polisi pilih bebaskan habib yusuf alkaf terduga pencabulan,1,0,False
sudirman said jokowi pahami alasan surya paloh usung anies baswedan capres,0,0,True
rapuh kerja partai politik mendukung anies baswedan koalisi,0,0,True
relawan anggap diundangnya ganjar berdampak suara elektoral pdip,0,0,True
kisah soekarno buya hamka menyalatkan jenazahnya,0,0,True
pan penentuan capres cawapres koalisi indonesia bersatu voting,0,0,True
omicron virus akibat keracunan chemtrail disebar udara,1,0,False
jokowi xi jinping bertemu,0,0,True
halte palu arit cileungsi,1,0,False
profil filep karma aktivis kemerdekaan papua ditemukan meninggal pantai jayapura,0,0,True
jokowi tawarkan bawa pesan zelenskyy putin,0,0,True
jokowi suharso monoarfa koordinator pengarah percepatan sasaran sdgs,0,0,True
tanah air wni tinggal ukraina langsung jalani karantina,0,0,True
kriteria capres versi pks,0,0,True
gerd menekan jantung berfungsi,1,0,False
terpopuler nasional usul harta juragan ketentuan bebas karantina,0,0,True
pengamat pengusungan andika bacapres nasdem mestinya nunggu pensiun,0,0,True
airlangga capres koalisi indonesia bersatu dibahas kolektif,0,0,True
karangan bunga awak kri nanggala,1,0,False
presiden jokowi sambut lahirnya cucu laki laki kahiyang ayu bobby nasution,0,0,True
tutup muktamar muhammadiyah aisyiyah pesan wapres ma ruf amin,0,0,True
anies piknik anak yatim dhuafa diliput media,1,0,False
wuhan ribuan nyamuk diinokulasi viagra lepas laboratorium keamanan,1,0,False
airlangga bantah pertemuannya surya paloh bahas anies baswedan,0,0,True
prof dr yusril negeri diserang kekuatan,1,0,False
prabowo pencapresan rapimnas gerindra agustus,0,0,True
uji kelayakan yudo margono dpr dihadiri fraksi,0,0,True
tanda kemenangan alam paslon no pilkada jember,1,0,False
polemik pemekaran papua persyaratan pemekaran daerah berdasarkan uu,0,0,True
terancam dimiskinkan kpk sita aset korupsi milik gibran,1,0,False
panglima tni andika mutasi pangdam jaya mulya aji sesmenko polhukam,0,0,True
bikin positif acara pernikahannya testnya,1,0,False
fahri hamzah kekhawatiran jeda hasil pilpres pelantikan presiden,0,0,True
sanksi pdip puan maharani dewan kolonel,0,0,True
periksa alur kedatangan delegasi ktt g bandara i gusti ngurah rai yasonna lancar,0,0,True
iskan lubis maaf keluarkan suara paripurna rkuhp,0,0,True
video banjir lumpur batu lahar dingin semeru,1,0,False
jokowi lantik ksal pengganti yudo margono besok,0,0,True
real madrid pindah liga inggris,1,0,False
adang daradjatun gantikan aboe bakar ketua mkd dpr,0,0,True
panggilan seleksi rekrutmen pertamina tanggal juni,1,0,False
jokowi bagikan bansos cirebon brebes,0,0,True
rekrutmen pegawai puskesmas wates,1,0,False
megawati ungkit wacana amandemen uud rakernas pdip,0,0,True
foto joe biden xi jinping kamala harris cover majalah time,1,0,False
gambar anies baswedan sumur resapan,1,0,False
cuitan lapor jk ulah taliban,1,0,False
shopee bagikan cashback senilai rp juta pengguna aplikasi shopee,1,0,False
bima sakti kuil luxor mesir,1,0,False
deklarasi kib ketum visi misi jelang pemilu,0,0,True
uji kelayakan yudo margono pejabat publik lakukan fit and proper test dpr,0,0,True
campuran daun pepaya jahe sembuhkan omicron,1,0,False
kpk libatkan bpk formula e nasdem anies baswedan sumbang wtp dki,0,0,True
video pidato anthony fauci mengembangkan virus influenza,1,0,False
cawagub jateng taj yasin sumbangan pesta rakyat kemenangan pasangan ganjar yasin,1,0,False
boba nyangkut usus buntu gak dicerna,1,0,False
jokowi menyebut kabur didemo,1,0,False
password wifi jakarta anieskeren,1,0,False
selamat jalan rina nose,1,0,False
koalisi pks pkb semut merah jazilul simbol rakyat,0,0,True
puan maharani diadukan mkd fungsi mahkamah kehormatan dewan,0,0,True
jokowi anggap pro kontra perpu cipta kerja,0,0,True
es krim magnum mengandung babi,1,0,False
video eric tohir terbuka chip vaksin covid,1,0,False
apresiasi kinerja polri ferdy sambo moeldoko tunggu proses hukumnya,0,0,True
istana lock down daerah kepala daerah aturan kenakan sanksi,1,0,False
mardiono serahkan dokumen perubahan pengurus ppp kpu,0,0,True
video mike tyson salat kafe pemiliknya melarang orang muslim masuk kafenya,1,0,False
megawati kontemplasi capres pdip,0,0,True
dpr pemerintah buka ruang aspirasi warga pemindahan ikn,0,0,True
surat undangan seminar budaya mutu ditjen belmawa kemendikbudristek,1,0,False
demo tolak kenaikan bbm digelar kelompok mahasiswa rakyat susah,0,0,True
novotel semarang saksi bisu permainan sudirman said ida fauziyah,1,0,False
informasi gempa bumi situbondo mencatut nama kiai,1,0,False
video hukuman mati koruptor uang negara korea utara kandang buaya,1,0,False
akun twitter permata bank permatabank,1,0,False
brin bicara renovasi ruang dewan pengarah rp m kamar tidur megawati,0,0,True
bandara king hamad doha qatar memiliki luas kilometer persegi kota mumbai india,1,0,False
isran noor kantor buka rudal,1,0,False
pernyataan ketua satgas covid terkait hirup uap air panas membunuh virus corona,1,0,False
jokowi terima kunjungan perdana menteri jepang fumio khisida bogor,0,0,True
foto massa demo jokowi pakaian,1,0,False
yahya cholil staquf tegaskan nu campur penundaan pemilu,0,0,True
besok bem ui demo tolak rkuhp dpr diikuti ribuan massa,0,0,True
cuitan akun twitter pemkab sleman kabarsleman isinya terkait rabu libur,1,0,False
tenaga ahli ksp jokowi lantik kepala otorita ikn kamis,0,0,True
militer amerika menemukan pestisida vaksin covid moderna,1,0,False
kahmi menyelenggarakan deklarasi dukungan anies baswedan capres,1,0,False
ksad indonesia australia sepakat perkuat kerja pasca covid,0,0,True
video bayi bermata,1,0,False
muslim ughur islam,1,0,False
anwar usman nikahi adik jokowi gibran rakabuming,0,0,True
video ratusan tentara andalan amerika tewas bernyawa,1,0,False
kontroversi seputar ketua kpu hasyim asy ari,0,0,True
video pemukulan pelaku terorisme menyerang masjid christchurch selandia penjara,1,0,False
megawati kunjungi sarinah ditemani erick thohir nikmati karya seni,0,0,True
mahfud md ingatkan kpu potensi gugatan peserta pemilu,0,0,True
video memasak popcorn ponsel,1,0,False
hengkang psi rian ernest golkar,0,0,True
kecelakaan maut muara rapak polisi tahan sopir truk,0,0,True
